objectid,Thumbnail,Character,Band,Merch Type,Title,Collab,Preorder,Purchased From,Quantity,Tags,Pictures,Auto-Tags,Color
2117,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94pX792g-DyaCnzKUNeytNIu6JtMbs1Ol8hs_m8Adb3h7ozY_mkvwLTxsXRPmNBgioVDduxp_xYWHCQ1Tv6eX3CB35p6CxX_AitkxH4jOTUuei7UHp0CWMcdxoia-GI8mWZ8DhgRXqyKa0P5AFSAy5fgmEvr4g_STgpz2BNWvIz3a86r8G_k1bgvvf202ytEHwUTK_j,"Arisa Ichigaya, Kasumi Toyama, Rimi Ushigome, Saya Yamabuki, Tae Hanazono",Poppin'Party,CD - Single,"""CiRCLING""",,false,,1,,,arisa-ichigaya keyboardist kasumi-toyama vocalist rimi-ushigome bassist saya-yamabuki drummer tae-hanazono guitarist poppin-party popipa cd cd-single single,"#FF3377"
2118,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94McwQwY8s0twRxUJuu_MqMxcMcIUHLfxQvrEj3f4ADoJr5SSE2Ib_HTWdAfRQtbfdHVv_9PIAPd6yPOjngTpF5EsZRUXaOdRT38imLxcgMCVZ-zfMIbsHmOXvLxQJV1980dLkhKDzgOVyAmNSa1MfWOERwHtnwF4ElwoylYvCmC7H9Dax6sesn4MLc502qRLbRB3Lo,"Arisa Ichigaya, Kasumi Toyama, Rimi Ushigome, Saya Yamabuki, Tae Hanazono",Poppin'Party,CD - Single,"""STAR BEAT! ~Hoshi no Kodou~""",,false,,1,,,arisa-ichigaya keyboardist kasumi-toyama vocalist rimi-ushigome bassist saya-yamabuki drummer tae-hanazono guitarist poppin-party popipa cd cd-single single,"#FF3377"
2119,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95tLyEvV0anp_bFitJW4tqg8No2El64WTUfNHdJvz1SS4V8L1G0jGO_gttyWKe1V6jT4bfX6pbAR-94ZjJsrG_f2vYKNANc2eE5YFCOeUKlsLI2Zhz5LbD3y9CRfyyoD4O1hf-DvWfr6K7WMKVTLRJCwXkK-Z1zRCO0rhph-cTttdOu-6Xo68dVnM5QKYcd-D87FRsZ,"Arisa Ichigaya, Kasumi Toyama, Rimi Ushigome, Saya Yamabuki, Tae Hanazono",Poppin'Party,CD - Single,"""Jumpin'""",,false,,1,,,arisa-ichigaya keyboardist kasumi-toyama vocalist rimi-ushigome bassist saya-yamabuki drummer tae-hanazono guitarist poppin-party popipa cd cd-single single,"#FF3377"
2120,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96E_WXZJK0HM0OKrUOXDUHrXYHCKP9vWoM6lBg5BLKIeWx84wQDy1sslKuvcW6c7Yt9Tkupj_mFo_eQuKCLRCyKDrR-Zw-eR4KrkaPPi6X8jrMwh4r3wHdfeO7hURZJNWRC5nm5HIO7w6aCAY45DoFAxq3_uQjFnz3ISbhKorPLA69KqlprNcGLNpaYO7e1nG8g6DNp,"Himari Uehara, Moca Aoba, Ran Mitake, Tomoe Udagawa, Tsugumi Hazawa",Afterglow,CD - Single,"""That Is How I Roll!""",,false,,1,,,himari-uehara bassist moca-aoba guitarist ran-mitake vocalist tomoe-udagawa drummer tsugumi-hazawa keyboardist afterglow cd cd-single single,"#E53344"
2121,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96Bc-At95bROnMinBi4r169kN3EenxYPdjoFV5zxhLhLaAoJ7eV1s6DML5BxVFpu03Lh4Y11W4eHLqZmJC8rR0dlBVRkOFKhMEzF5MLWRodnSgSPtfXMBhR7Z7agPVsOBqgnBLKra5d1dla1Ar6XrP5ZKzePOljB0qZNQ-O3C2yOHRy3IxFS2qaGfq0Pjy9BXJ6bPW8,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""BLACK SHOUT""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2122,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97nrUtpcLaTELnjf-HhTdkd7IkzZY6T_dJ_qGcsCe6QnjIEc8sJ0gxPIVvZ2gzc9go6BnN1MhnHQPSWY0XcBD3ox2Jc8fRcqjKucmZ2lum0jZXLccMeMg4TMInW8Hh0JJ9jVxvaN4TfPN636LYbxfdF6bMbKHFoILWUD_3-2OC9_Vrt4W61fUOLJQB50nU0Ut_RdbeL,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""Nesshoku Starmine""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2123,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95ER3A9ch8GEYT5F06GmJjZ8AU-fxIkNGy0A0mQ9eyhKBDLB4wOJjtoTgZI5ocyJ0fXLyesxpHjUJ6zJiPFCEv42Z_6AMA_htvSntaFlL5IjugvkkWuMk2Z-AUWOa43eT9nFNYRlQB-gQRy_Ge5I7BtCd-xGYAWFY_rKQe7eFTQqwh90VIR43_ArBHP9Rqc3LF9Q6Oj,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""Opera of the wasteland""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2124,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv973otgar3xGLq4FbFPNQU0Ldqtie2d5w5iW2N9CJoFhmSzRvFv4H8B3yCN2BoCCSYKN6IY4SEWgPI26bDp7hkDprlnrUERWDRJX-gZfbjk_-zL1z-LIUjw5NW9qo_KwDePl1bYHU-Yr6olZoi7P70Gb4Ewt2Y74l9FjeKdBwOQNcx3g8KiWGPr1yD3r9FOO3p3DTqOH,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""R""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2125,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95A6RRQesi3crATqHSJKrB0ixM_njzNB17LcSbeB3lv4wzTqyMVJC7S13hdpTOykao8vuYbAuui_3dxqwgt2x9YRA7IAV1_O1kCzXHvC4Lfof2J5wsOyD38N49lEiMIkv3IR39p-Hjx0OBvFb65BsevDK3w0CmCyV8l1Uj1EW9-64En6Zy-FloratY1gzKkJxweZhSi,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""BRAVE JEWEL""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2126,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv966N0Vdnm0Owju_AKOVo7ZzwwH5WB71YfAgzgofkCgijUEsG8H8YCkC-kgEyxMZc6RLlmert8Wg3b9jL6dY5FkdHzzsUYaDEIWXBZZ6tet0bncoZpZWrGTHl94iU0nzR6QYhq2hS7-6sQ17-s96i_GsFBDhWmronwhjYqzYoPPgp9AT87kHhUNolHbfq-gRGN-6NM0j,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""Yakusoku""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2127,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv9597CIA3pN9jv3kjyYZcbfJ1fiDnIlbfZaAmk-iRRmsGq-AzjQ_aY9dMAyd8rASSSHMnOsGTvAQaHxpvCThI2S6zwBeKPNmWWTIG83eLGBPRq9vLpjBt8dVluHwF-uEagr6Al0vjqkjzn1qMb5G5NjT-b31puiaj6oKby2p6UunNb8M6Sfjk__8RA1B9hDVELqIDfn8,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""Safe and Sound""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2128,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94pRgGUyV_Bqr1JVAlsVIBMpfiwt2qAqlgcqAnmTSEa7lojPw1C_JrzdauQFAnafo-PlGy69s4F9V6YfGlvCBOHYqyEEBKdaTo5DAGvrqh1j4SjeRTzKofal6C4RDCDBcqez2mE6SvtfXZ3zUwiaBz5rKT1zPdL53nA1YPApceGy30ba37H-5fXuKulHzL6c8Wo_OW0,"Ako Udagawa, Lisa Imai, Rinko Shirokane, Sayo Hikawa, Yukina Minato",Roselia,CD - Single,"""FIRE BIRD""",,false,,1,,,ako-udagawa drummer lisa-imai bassist rinko-shirokane keyboardist sayo-hikawa guitarist yukina-minato vocalist roselia cd cd-single single,"#3344AA"
2129,https://mementoserver-hrd.appspot.com/blob/get?uid=5790272642875392&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsugumi Hazawa,Afterglow,Flat - Clearfile,,,false,,1,,,tsugumi-hazawa keyboardist afterglow flat clearfile clear-file,"#FFEE88"
2130,https://mementoserver-hrd.appspot.com/blob/get?uid=5095140843061248&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Himari Uehara, Tomoe Udagawa",Afterglow,Flat - Clearfile,,,false,,1,,,himari-uehara bassist tomoe-udagawa drummer afterglow flat clearfile clear-file,"#E53344"
2131,https://mementoserver-hrd.appspot.com/blob/get?uid=5772163851223040&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Himari Uehara,Afterglow,Flat - Clearfile,,,false,,1,,,himari-uehara bassist afterglow flat clearfile clear-file,"#FF9999"
2132,https://mementoserver-hrd.appspot.com/blob/get?uid=4804001317519360&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Ran Mitake, Moca Aoba",Afterglow,Flat - Clearfile,,,false,,1,,,ran-mitake vocalist moca-aoba guitarist afterglow flat clearfile clear-file,"#E53344"
2133,https://mementoserver-hrd.appspot.com/blob/get?uid=6359748529094656&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Ran Mitake,Afterglow,Flat - Clearfile,,,false,,1,,,ran-mitake vocalist afterglow flat clearfile clear-file,"#EE0022"
2134,https://mementoserver-hrd.appspot.com/blob/get?uid=6195011971448832&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kasumi Toyama, Tae Hanazono",Poppin'Party,Flat - Clearfile,,,false,,1,,,kasumi-toyama vocalist tae-hanazono guitarist poppin-party popipa flat clearfile clear-file,"#FF3377"
2135,https://mementoserver-hrd.appspot.com/blob/get?uid=5042468907646976&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kasumi Toyama,Poppin'Party,Flat - Clearfile,,,false,,1,,,kasumi-toyama vocalist poppin-party popipa flat clearfile clear-file,"#FF5522"
2136,https://mementoserver-hrd.appspot.com/blob/get?uid=6263969820442624&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kaoru Seta,"Hello, Happy World!",Misc - Magnet,,,false,,1,,,kaoru-seta guitarist hello-happy-world hhw harohapi magnet misc,"#AA33CC"
2137,https://mementoserver-hrd.appspot.com/blob/get?uid=6573065463398400&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Arisa Ichigaya,Poppin'Party,Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,arisa-ichigaya keyboardist poppin-party popipa bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#AA66DD"
2138,https://mementoserver-hrd.appspot.com/blob/get?uid=6198426738884608&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,tomoe-udagawa drummer afterglow bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#BB0033"
2139,https://mementoserver-hrd.appspot.com/blob/get?uid=4922583149969408&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Misaki Okusawa,"Hello, Happy World!",Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,misaki-okusawa dj hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#006699"
2140,https://mementoserver-hrd.appspot.com/blob/get?uid=4743478114779136&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,toko-kirigaya guitarist morfonica monica bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#EE6666"
2141,https://mementoserver-hrd.appspot.com/blob/get?uid=5759155537707008&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,MASKING,RAISE A SUILEN,Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,masking masuki-satou drummer raise-a-suilen ras bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#EEBB44"
2142,https://mementoserver-hrd.appspot.com/blob/get?uid=6631439571877888&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Aya Maruyama,Pastel*Palettes,Misc - Acrylic Block,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,aya-maruyama vocalist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 misc acrylic acrylic-block,"#FF88BB"
2143,https://mementoserver-hrd.appspot.com/blob/get?uid=5908587046502400&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Misaki Okusawa,"Hello, Happy World!",Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,misaki-okusawa dj hello-happy-world hhw harohapi bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#006699"
2144,https://mementoserver-hrd.appspot.com/blob/get?uid=5512347456634880&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,toko-kirigaya guitarist morfonica monica bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#EE6666"
2145,https://mementoserver-hrd.appspot.com/blob/get?uid=5959475496747008&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,tomoe-udagawa drummer afterglow bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#BB0033"
2146,https://mementoserver-hrd.appspot.com/blob/get?uid=6045299882065920&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Arisa Ichigaya,Poppin'Party,Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,arisa-ichigaya keyboardist poppin-party popipa bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#AA66DD"
2147,https://mementoserver-hrd.appspot.com/blob/get?uid=5746468472750080&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Aya Maruyama,Pastel*Palettes,Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,aya-maruyama vocalist pastel-palettes pasupare bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#FF88BB"
2148,https://mementoserver-hrd.appspot.com/blob/get?uid=4884034610528256&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Sayo Hikawa,Roselia,Flat - Bookmark,,Twinkle Party! 2022,false,Bushiroad JP,1,twinkle-party,,sayo-hikawa guitarist roselia bushiroad bushiroad-online bushiroad-jp twinkle-party twinkle-party-2022 flat bookmark book-mark,"#00AABB"
2149,https://mementoserver-hrd.appspot.com/blob/get?uid=6056543435358208&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,LAYER,RAISE A SUILEN,Keychain - Acrylic,,WEGO 2022,false,WEGO,1,wego,,layer rei-wakana vocalist bassist raise-a-suilen ras wego wego-2022 acrylic keychain acrylic-keychain,"#CC0000"
2150,https://mementoserver-hrd.appspot.com/blob/get?uid=5064162116370432&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Keychain - Acrylic,,WEGO 2022,false,WEGO,1,wego,,toko-kirigaya guitarist morfonica monica wego wego-2022 acrylic keychain acrylic-keychain,"#EE6666"
2151,https://mementoserver-hrd.appspot.com/blob/get?uid=6654055930134528&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsukushi Futaba,Morfonica,Keychain - Acrylic,,WEGO 2022,false,WEGO,1,wego,,tsukushi-futaba drummer morfonica monica wego wego-2022 acrylic keychain acrylic-keychain,"#EE7788"
2152,https://mementoserver-hrd.appspot.com/blob/get?uid=5342305876180992&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Kasumi Toyama,Poppin'Party,Flat - Bromide,,WEGO 2021,false,WEGO,1,wego,,kasumi-toyama vocalist poppin-party popipa wego wego-2021 flat bromide,"#FF5522"
2153,https://mementoserver-hrd.appspot.com/blob/get?uid=4985442949136384&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Ako Udagawa,Roselia,Badge - Can,,,false,,1,glow,,ako-udagawa drummer roselia can badge button pin can-badge can-button can-pin,"#DD0088"
2154,https://mementoserver-hrd.appspot.com/blob/get?uid=5176312302403584&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Keychain - Metal,,,false,,1,,,tomoe-udagawa drummer afterglow keychain metal metal-keychain,"#BB0033"
2155,https://mementoserver-hrd.appspot.com/blob/get?uid=4900370181521408&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Badge - Can,,,false,,1,star-badge,,eve-wakamiya keyboardist pastel-palettes pasupare can badge button pin can-badge can-button can-pin,"#DDBBFF"
2156,https://mementoserver-hrd.appspot.com/blob/get?uid=6276894719213568&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,,"Poppin'Party, Afterglow, Pastel*Palettes, Roselia, Hello, Happy World!, Morfonica, RAISE A SUILEN",Misc,,,false,,1,film-live light-stick,,poppin-party popipa afterglow pastel-palettes pasupare roselia hello-happy-world hhw harohapi morfonica monica raise-a-suilen ras misc,"#FFDD00"
2157,https://mementoserver-hrd.appspot.com/blob/get?uid=4848954861158400&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Yukina Minato, Sayo Hikawa, Lisa Imai, Ako Udagawa, Rinko Shirokane",Roselia,Misc,Ticket holder,,false,,1,,,yukina-minato vocalist sayo-hikawa guitarist lisa-imai bassist ako-udagawa drummer rinko-shirokane keyboardist roselia misc,"#3344AA"
2158,https://mementoserver-hrd.appspot.com/blob/get?uid=5264758631038976&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,PAREO,RAISE A SUILEN,Trading Cards - CD Extra,"""THE WAY OF LIFE""",,false,,1,cd-benefit cd-extra,,pareo reona-nyubara keyboardist raise-a-suilen ras tcg cards trading-cards cd-extra,"#FF99BB"
2159,https://mementoserver-hrd.appspot.com/blob/get?uid=5761614203584512&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Chisato Shirasagi,Pastel*Palettes,Flat - Bromide,,WEGO 2018 (Winter),false,WEGO,1,wego,,chisato-shirasagi bassist pastel-palettes pasupare wego wego-2018 wego-2018-winter flat bromide,"#FFEEAA"
2160,https://mementoserver-hrd.appspot.com/blob/get?uid=5225017567084544&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Hina Hikawa,Pastel*Palettes,Flat - Bromide,,WEGO 2018 (Spring),false,WEGO,1,wego,,hina-hikawa guitarist pastel-palettes pasupare wego wego-2018 wego-2018-spring flat bromide,"#55DDEE"
2161,https://mementoserver-hrd.appspot.com/blob/get?uid=4869519835660288&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Eve Wakamiya,Pastel*Palettes,Flat - Bromide,,WEGO 2020,false,WEGO,1,wego,,eve-wakamiya keyboardist pastel-palettes pasupare wego wego-2020 flat bromide,"#DDBBFF"
2162,https://mementoserver-hrd.appspot.com/blob/get?uid=5817778016092160&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Arisa Ichigaya,Poppin'Party,Flat - Bromide,,WEGO 2019,false,WEGO,1,wego,,arisa-ichigaya keyboardist poppin-party popipa wego wego-2019 flat bromide,"#AA66DD"
2163,https://mementoserver-hrd.appspot.com/blob/get?uid=5508089734758400&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Maya Yamato,Pastel*Palettes,Flat - Bromide,,WEGO 2021,false,WEGO,1,wego,,maya-yamato drummer pastel-palettes pasupare wego wego-2021 flat bromide,"#99DD88"
2164,https://mementoserver-hrd.appspot.com/blob/get?uid=4854421683437568&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tomoe Udagawa,Afterglow,Flat - Bromide,,WEGO 2020,false,WEGO,1,wego,,tomoe-udagawa drummer afterglow wego wego-2020 flat bromide,"#BB0033"
2165,https://mementoserver-hrd.appspot.com/blob/get?uid=5600450590539776&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Ran Mitake,Afterglow,Flat - Bromide,,WEGO 2018 (Winter),false,WEGO,1,wego,,ran-mitake vocalist afterglow wego wego-2018 wego-2018-winter flat bromide,"#EE0022"
2166,https://mementoserver-hrd.appspot.com/blob/get?uid=5017047264657408&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Saya Yamabuki,Poppin'Party,Flat - Bromide,,WEGO 2018 (Spring),false,WEGO,1,wego,,saya-yamabuki drummer poppin-party popipa wego wego-2018 wego-2018-spring flat bromide,"#FFCC11"
2167,https://mementoserver-hrd.appspot.com/blob/get?uid=5548392902557696&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Rimi Ushigome,Poppin'Party,Flat - Bromide,,WEGO 2020,false,WEGO,1,wego,,rimi-ushigome bassist poppin-party popipa wego wego-2020 flat bromide,"#FF55BB"
2168,https://mementoserver-hrd.appspot.com/blob/get?uid=5276634148503552&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Himari Uehara,Afterglow,Flat - Bromide,,WEGO 2019,false,WEGO,1,wego,,himari-uehara bassist afterglow wego wego-2019 flat bromide,"#FF9999"
2169,https://mementoserver-hrd.appspot.com/blob/get?uid=4589860086611968&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Moca Aoba,Afterglow,Flat - Bromide,,WEGO 2018 (Spring),false,WEGO,1,wego,,moca-aoba guitarist afterglow wego wego-2018 wego-2018-spring flat bromide,"#00CCAA"
2170,https://mementoserver-hrd.appspot.com/blob/get?uid=6041423940943872&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tae Hanazono,Poppin'Party,Flat - Bromide,,WEGO 2018 (Winter),false,WEGO,1,wego,,tae-hanazono guitarist poppin-party popipa wego wego-2018 wego-2018-winter flat bromide,"#0077DD"
2171,https://mementoserver-hrd.appspot.com/blob/get?uid=6497652078804992&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Aya Maruyama,Pastel*Palettes,Flat - Bromide,,WEGO 2019,false,WEGO,1,wego,,aya-maruyama vocalist pastel-palettes pasupare wego wego-2019 flat bromide,"#FF88BB"
2172,https://mementoserver-hrd.appspot.com/blob/get?uid=4595770162937856&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Kokoro Tsurumaki, Kaoru Seta, Hagumi Kitazawa, Kanon Matsubara, Misaki Okusawa","Hello, Happy World!",Flat - Poster,,,false,,1,,,kokoro-tsurumaki vocalist kaoru-seta guitarist hagumi-kitazawa bassist kanon-matsubara drummer misaki-okusawa dj hello-happy-world hhw harohapi flat poster,"#FFDD00"
2173,https://mementoserver-hrd.appspot.com/blob/get?uid=6158900626194432&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Ran Mitake, Moca Aoba, Himari Uehara, Tomoe Udagawa, Tsugumi Hazawa",Afterglow,Flat - Poster,,,false,,1,,,ran-mitake vocalist moca-aoba guitarist himari-uehara bassist tomoe-udagawa drummer tsugumi-hazawa keyboardist afterglow flat poster,"#E53344"
2174,https://mementoserver-hrd.appspot.com/blob/get?uid=6521749461008384&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Aya Maruyama, Hina Hikawa, Chisato Shirasagi, Maya Yamato, Eve Wakamiya",Pastel*Palettes,Flat - Poster,,,false,,1,,,aya-maruyama vocalist hina-hikawa guitarist chisato-shirasagi bassist maya-yamato drummer eve-wakamiya keyboardist pastel-palettes pasupare flat poster,"#33DDAA"
2175,https://mementoserver-hrd.appspot.com/blob/get?uid=4769217920892928&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,"Yukina Minato, Sayo Hikawa, Lisa Imai, Ako Udagawa, Rinko Shirokane",Roselia,Flat - Poster,,,false,,1,,,yukina-minato vocalist sayo-hikawa guitarist lisa-imai bassist ako-udagawa drummer rinko-shirokane keyboardist roselia flat poster,"#3344AA"
2176,https://mementoserver-hrd.appspot.com/blob/get?uid=5634070854762496&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,LAYER,RAISE A SUILEN,Badge - Can (Glitter),,WEGO 2022,false,WEGO,1,wego,,layer rei-wakana vocalist bassist raise-a-suilen ras wego wego-2022 can badge button pin can-badge can-button can-pin glitter glitter-badge,"#CC0000"
2177,https://mementoserver-hrd.appspot.com/blob/get?uid=6133904788946944&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,MASKING,RAISE A SUILEN,Badge - Can (Glitter),,WEGO 2022,false,WEGO,1,wego,,masking masuki-satou drummer raise-a-suilen ras wego wego-2022 can badge button pin can-badge can-button can-pin glitter glitter-badge,"#EEBB44"
2178,https://mementoserver-hrd.appspot.com/blob/get?uid=5996993646690304&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Toko Kirigaya,Morfonica,Badge - Can (Glitter),,WEGO 2022,false,WEGO,1,wego,,toko-kirigaya guitarist morfonica monica wego wego-2022 can badge button pin can-badge can-button can-pin glitter glitter-badge,"#EE6666"
2179,https://mementoserver-hrd.appspot.com/blob/get?uid=5092637816651776&lib=base64RzUyaGxLQnh0Q0FDMmhpNHdIITU%3D,Tsukushi Futaba,Morfonica,Badge - Can (Glitter),,WEGO 2022,false,WEGO,1,wego,,tsukushi-futaba drummer morfonica monica wego wego-2022 can badge button pin can-badge can-button can-pin glitter glitter-badge,"#EE7788"
